date;run;error4mod;1;2;3;4;5;6;7
03.08.2001;17981;0;0;0;0;0;0;0;0
04.08.2001;18016;0;0;0;0;0;0;0;0
05.08.2001;18061;0;0;0;0;0;0;0;0
06.08.2001;18086;0;0;0;0;0;0;0;0
07.08.2001;18088;0;0;0;0;0;0;0;0
08.08.2001;18128;0;0;0;0;0;0;0;0
09.08.2001;18168;0;0;0;0;0;0;0;0
10.08.2001;18204;0;0;0;0;0;0;0;0
11.08.2001;18216;0;0;0;0;0;0;0;0
12.08.2001;18228;0;0;0;0;0;0;0;0
13.08.2001;18265;0;0;0;0;0;0;0;0
14.08.2001;18309;0;0;0;0;0;0;0;0
15.08.2001;18342;0;0;0;0;0;0;0;0
16.08.2001;18348;0;0;0;0;0;0;0;0
17.08.2001;18395;0;0;0;0;0;0;0;0
18.08.2001;18410;0;0;0;0;0;0;0;0
19.08.2001;18412;0;0;0;0;0;0;0;0
20.08.2001;18432;0;0;0;0;0;0;0;0
21.08.2001;18463;0;0;0;0;0;0;0;0
22.08.2001;18498;0;0;0;0;0;0;0;0
23.08.2001;18503;1;1;0;0;0;0;0;0
24.08.2001;18503;1;1;0;0;0;0;0;0
25.08.2001;18503;1;1;0;0;0;0;0;0
26.08.2001;18503;0;0;0;0;0;0;0;0
27.08.2001;18511;0;0;0;0;0;0;0;0
28.08.2001;18534;0;0;0;0;0;0;0;0
29.08.2001;18557;0;0;0;0;0;0;0;0
30.08.2001;18559;0;0;0;0;0;0;0;0
31.08.2001;18581;0;0;0;0;0;0;0;0
01.09.2001;18592;0;0;0;0;0;0;0;0
02.09.2001;18626;0;0;0;0;0;0;0;0
03.09.2001;18654;0;0;0;0;0;0;0;0
04.09.2001;18658;0;0;0;0;0;0;0;0
05.09.2001;18688;0;0;0;0;0;0;0;0
06.09.2001;18710;0;0;0;0;0;0;0;0
07.09.2001;18716;0;0;0;0;0;0;0;0
08.09.2001;18721;0;0;0;0;0;0;0;0
09.09.2001;18741;0;0;0;0;0;0;0;0
10.09.2001;18774;0;0;0;0;0;0;0;0
11.09.2001;18814;0;0;0;0;0;0;0;0
12.09.2001;18835;0;0;0;0;0;0;0;0
13.09.2001;18864;0;0;0;0;0;0;0;0
14.09.2001;18876;0;0;0;0;0;0;0;0
15.09.2001;18896;0;0;0;0;0;0;0;0
16.09.2001;18927;0;0;0;0;0;0;0;0
17.09.2001;18973;0;0;0;0;0;0;0;0
18.09.2001;19004;0;0;0;0;0;0;0;0
19.09.2001;19014;0;0;0;0;0;0;0;0
20.09.2001;19042;0;0;0;0;0;0;0;0
21.09.2001;19057;1;1;0;0;0;0;0;0
22.09.2001;19057;1;1;0;0;0;0;0;0
23.09.2001;19057;1;1;0;0;0;0;0;0
24.09.2001;19057;0;0;0;0;0;0;0;0
25.09.2001;19089;0;0;0;0;0;0;0;0
26.09.2001;19115;0;0;0;0;0;0;0;0
27.09.2001;19127;0;0;0;0;0;0;0;0
28.09.2001;19133;0;0;0;0;0;0;0;0
29.09.2001;19149;0;0;0;0;0;0;0;0
30.09.2001;19191;0;0;0;0;0;0;0;0
01.10.2001;19205;0;0;0;0;0;0;0;0
02.10.2001;19212;0;0;0;0;0;0;0;0
03.10.2001;19226;0;0;0;0;0;0;0;0
04.10.2001;19273;0;0;0;0;0;0;0;0
05.10.2001;19306;0;0;0;0;0;0;0;0
06.10.2001;19346;0;0;0;0;0;0;0;0
07.10.2001;19392;0;0;0;0;0;0;0;0
08.10.2001;19441;0;0;0;0;0;0;0;0
09.10.2001;19490;0;0;0;0;0;0;0;0
10.10.2001;19539;0;0;0;0;0;0;0;0
11.10.2001;19581;0;0;0;0;0;0;0;0
12.10.2001;19583;0;0;0;0;0;0;0;0
13.10.2001;19622;2;0;1;0;0;0;0;0
14.10.2001;19622;2;0;1;0;0;0;0;0
15.10.2001;19622;2;0;1;0;0;0;0;0
16.10.2001;19622;2;0;1;0;0;0;0;0
17.10.2001;19622;2;0;1;0;0;0;0;0
18.10.2001;19622;0;0;0;0;0;0;0;0
19.10.2001;19669;0;0;0;0;0;0;0;0
20.10.2001;19702;0;0;0;0;0;0;0;0
21.10.2001;19729;0;0;0;0;0;0;0;0
22.10.2001;19757;0;0;0;0;0;0;0;0
23.10.2001;19780;0;0;0;0;0;0;0;0
24.10.2001;19812;0;0;0;0;0;0;0;0
25.10.2001;19830;0;0;0;0;0;0;0;0
26.10.2001;19873;0;0;0;0;0;0;0;0
27.10.2001;19906;0;0;0;0;0;0;0;0
28.10.2001;19927;0;0;0;0;0;0;0;0
29.10.2001;19935;0;0;0;0;0;0;0;0
30.10.2001;19941;0;0;0;0;0;0;0;0
31.10.2001;19947;0;0;0;0;0;0;0;0
01.11.2001;19956;0;0;0;0;0;0;0;0
02.11.2001;19969;0;0;0;0;0;0;0;0
03.11.2001;20011;0;0;0;0;0;0;0;0
04.11.2001;20054;0;0;0;0;0;0;0;0
05.11.2001;20070;0;0;0;0;0;0;0;0
06.11.2001;20107;0;0;0;0;0;0;0;0
07.11.2001;20140;0;0;0;0;0;0;0;0
08.11.2001;20187;0;0;0;0;0;0;0;0
09.11.2001;20235;0;0;0;0;0;0;0;0
10.11.2001;20238;0;0;0;0;0;0;0;0
11.11.2001;20256;0;0;0;0;0;0;0;0
12.11.2001;20261;0;0;0;0;0;0;0;0
13.11.2001;20281;0;0;0;0;0;0;0;0
14.11.2001;20283;1;1;0;0;0;0;0;0
15.11.2001;20283;1;1;0;0;0;0;0;0
16.11.2001;20283;1;1;0;0;0;0;0;0
17.11.2001;20283;0;0;0;0;0;0;0;0
18.11.2001;20297;0;0;0;0;0;0;0;0
19.11.2001;20330;0;0;0;0;0;0;0;0
20.11.2001;20375;0;0;0;0;0;0;0;0
21.11.2001;20413;0;0;0;0;0;0;0;0
22.11.2001;20434;0;0;0;0;0;0;0;0
23.11.2001;20473;0;0;0;0;0;0;0;0
24.11.2001;20520;0;0;0;0;0;0;0;0
25.11.2001;20534;0;0;0;0;0;0;0;0
26.11.2001;20563;0;0;0;0;0;0;0;0
27.11.2001;20593;0;0;0;0;0;0;0;0
28.11.2001;20609;0;0;0;0;0;0;0;0
29.11.2001;20658;0;0;0;0;0;0;0;0
30.11.2001;20702;0;0;0;0;0;0;0;0
01.12.2001;20747;0;0;0;0;0;0;0;0
02.12.2001;20789;0;0;0;0;0;0;0;0
03.12.2001;20829;0;0;0;0;0;0;0;0
04.12.2001;20830;0;0;0;0;0;0;0;0
05.12.2001;20831;0;0;0;0;0;0;0;0
06.12.2001;20844;0;0;0;0;0;0;0;0
07.12.2001;20893;0;0;0;0;0;0;0;0
08.12.2001;20899;0;0;0;0;0;0;0;0
09.12.2001;20912;0;0;0;0;0;0;0;0
10.12.2001;20951;0;0;0;0;0;0;0;0
11.12.2001;20987;0;0;0;0;0;0;0;0
12.12.2001;20992;0;0;0;0;0;0;0;0
13.12.2001;21014;2;0;1;0;0;0;0;0
14.12.2001;21014;2;0;1;0;0;0;0;0
15.12.2001;21014;2;0;1;0;0;0;0;0
16.12.2001;21014;2;0;1;0;0;0;0;0
17.12.2001;21014;2;0;1;0;0;0;0;0
18.12.2001;21014;2;0;1;0;0;0;0;0
19.12.2001;21014;2;0;1;0;0;0;0;0
20.12.2001;21014;0;0;0;0;0;0;0;0
21.12.2001;21019;0;0;0;0;0;0;0;0
22.12.2001;21053;0;0;0;0;0;0;0;0
23.12.2001;21103;0;0;0;0;0;0;0;0
24.12.2001;21133;0;0;0;0;0;0;0;0
25.12.2001;21182;0;0;0;0;0;0;0;0
26.12.2001;21210;0;0;0;0;0;0;0;0
27.12.2001;21250;0;0;0;0;0;0;0;0
28.12.2001;21252;0;0;0;0;0;0;0;0
29.12.2001;21293;0;0;0;0;0;0;0;0
30.12.2001;21315;0;0;0;0;0;0;0;0
31.12.2001;21329;0;0;0;0;0;0;0;0
01.01.2002;21351;0;0;0;0;0;0;0;0
02.01.2002;21398;0;0;0;0;0;0;0;0
03.01.2002;21407;0;0;0;0;0;0;0;0
04.01.2002;21422;0;0;0;0;0;0;0;0
05.01.2002;21468;0;0;0;0;0;0;0;0
06.01.2002;21503;0;0;0;0;0;0;0;0
07.01.2002;21507;0;0;0;0;0;0;0;0
08.01.2002;21511;0;0;0;0;0;0;0;0
09.01.2002;21558;0;0;0;0;0;0;0;0
10.01.2002;21604;0;0;0;0;0;0;0;0
11.01.2002;21630;0;0;0;0;0;0;0;0
12.01.2002;21643;1;1;0;0;0;0;0;0
13.01.2002;21643;1;1;0;0;0;0;0;0
14.01.2002;21643;1;1;0;0;0;0;0;0
15.01.2002;21643;0;0;0;0;0;0;0;0
16.01.2002;21672;0;0;0;0;0;0;0;0
17.01.2002;21683;0;0;0;0;0;0;0;0
18.01.2002;21702;0;0;0;0;0;0;0;0
19.01.2002;21728;0;0;0;0;0;0;0;0
20.01.2002;21741;0;0;0;0;0;0;0;0
21.01.2002;21745;0;0;0;0;0;0;0;0
22.01.2002;21789;0;0;0;0;0;0;0;0
23.01.2002;21797;0;0;0;0;0;0;0;0
24.01.2002;21840;0;0;0;0;0;0;0;0
25.01.2002;21865;0;0;0;0;0;0;0;0
26.01.2002;21869;0;0;0;0;0;0;0;0
27.01.2002;21908;0;0;0;0;0;0;0;0
28.01.2002;21940;0;0;0;0;0;0;0;0
29.01.2002;21961;0;0;0;0;0;0;0;0
30.01.2002;21990;0;0;0;0;0;0;0;0
31.01.2002;22040;0;0;0;0;0;0;0;0
01.02.2002;22077;0;0;0;0;0;0;0;0
02.02.2002;22107;0;0;0;0;0;0;0;0
03.02.2002;22118;0;0;0;0;0;0;0;0
04.02.2002;22124;0;0;0;0;0;0;0;0
05.02.2002;22163;0;0;0;0;0;0;0;0
06.02.2002;22196;0;0;0;0;0;0;0;0
07.02.2002;22218;0;0;0;0;0;0;0;0
08.02.2002;22249;2;0;1;0;0;0;0;0
09.02.2002;22249;2;0;1;0;0;0;0;0
10.02.2002;22249;2;0;1;0;0;0;0;0
11.02.2002;22249;2;0;1;0;0;0;0;0
12.02.2002;22249;2;0;1;0;0;0;0;0
13.02.2002;22249;2;0;1;0;0;0;0;0
14.02.2002;22249;2;0;1;0;0;0;0;0
15.02.2002;22249;0;0;0;0;0;0;0;0
16.02.2002;22259;0;0;0;0;0;0;0;0
17.02.2002;22291;0;0;0;0;0;0;0;0
18.02.2002;22314;0;0;0;0;0;0;0;0
19.02.2002;22329;0;0;0;0;0;0;0;0
20.02.2002;22366;0;0;0;0;0;0;0;0
21.02.2002;22384;0;0;0;0;0;0;0;0
22.02.2002;22391;0;0;0;0;0;0;0;0
23.02.2002;22401;0;0;0;0;0;0;0;0
24.02.2002;22421;0;0;0;0;0;0;0;0
25.02.2002;22432;0;0;0;0;0;0;0;0
26.02.2002;22442;0;0;0;0;0;0;0;0
27.02.2002;22474;0;0;0;0;0;0;0;0
28.02.2002;22521;0;0;0;0;0;0;0;0
01.03.2002;22550;0;0;0;0;0;0;0;0
02.03.2002;22593;0;0;0;0;0;0;0;0
03.03.2002;22641;0;0;0;0;0;0;0;0
04.03.2002;22651;0;0;0;0;0;0;0;0
05.03.2002;22687;0;0;0;0;0;0;0;0
06.03.2002;22731;0;0;0;0;0;0;0;0
07.03.2002;22769;0;0;0;0;0;0;0;0
08.03.2002;22812;0;0;0;0;0;0;0;0
09.03.2002;22832;0;0;0;0;0;0;0;0
10.03.2002;22865;0;0;0;0;0;0;0;0
11.03.2002;22883;0;0;0;0;0;0;0;0
12.03.2002;22899;1;1;0;0;0;0;0;0
13.03.2002;22899;1;1;0;0;0;0;0;0
14.03.2002;22899;1;1;0;0;0;0;0;0
15.03.2002;22899;1;1;0;0;0;0;0;0
16.03.2002;22899;0;0;0;0;0;0;0;0
17.03.2002;22914;0;0;0;0;0;0;0;0
18.03.2002;22953;0;0;0;0;0;0;0;0
19.03.2002;22966;0;0;0;0;0;0;0;0
20.03.2002;22972;0;0;0;0;0;0;0;0
21.03.2002;22984;0;0;0;0;0;0;0;0
22.03.2002;23001;0;0;0;0;0;0;0;0
23.03.2002;23044;0;0;0;0;0;0;0;0
24.03.2002;23046;0;0;0;0;0;0;0;0
25.03.2002;23068;0;0;0;0;0;0;0;0
26.03.2002;23077;0;0;0;0;0;0;0;0
27.03.2002;23098;0;0;0;0;0;0;0;0
28.03.2002;23116;0;0;0;0;0;0;0;0
29.03.2002;23138;0;0;0;0;0;0;0;0
30.03.2002;23184;0;0;0;0;0;0;0;0
31.03.2002;23200;0;0;0;0;0;0;0;0
01.04.2002;23216;0;0;0;0;0;0;0;0
02.04.2002;23230;0;0;0;0;0;0;0;0
03.04.2002;23251;0;0;0;0;0;0;0;0
04.04.2002;23252;0;0;0;0;0;0;0;0
05.04.2002;23275;0;0;0;0;0;0;0;0
06.04.2002;23315;0;0;0;0;0;0;0;0
07.04.2002;23333;0;0;0;0;0;0;0;0
08.04.2002;23340;0;0;0;0;0;0;0;0
09.04.2002;23374;0;0;0;0;0;0;0;0
10.04.2002;23400;0;0;0;0;0;0;0;0
11.04.2002;23407;0;0;0;0;0;0;0;0
12.04.2002;23432;6;0;0;0;0;0;1;0
13.04.2002;23432;6;0;0;0;0;0;1;0
14.04.2002;23432;6;0;0;0;0;0;1;0
15.04.2002;23432;6;0;0;0;0;0;1;0
16.04.2002;23432;6;0;0;0;0;0;1;0
17.04.2002;23432;6;0;0;0;0;0;1;0
18.04.2002;23432;6;0;0;0;0;0;1;0
19.04.2002;23432;6;0;0;0;0;0;1;0
20.04.2002;23432;6;0;0;0;0;0;1;0
21.04.2002;23432;6;0;0;0;0;0;1;0
22.04.2002;23432;6;0;0;0;0;0;1;0
23.04.2002;23432;6;0;0;0;0;0;1;0
24.04.2002;23432;6;0;0;0;0;0;1;0
25.04.2002;23432;6;0;0;0;0;0;1;0
26.04.2002;23432;6;0;0;0;0;0;1;0
27.04.2002;23432;6;0;0;0;0;0;1;0
28.04.2002;23432;6;0;0;0;0;0;1;0
29.04.2002;23432;6;0;0;0;0;0;1;0
30.04.2002;23432;6;0;0;0;0;0;1;0
01.05.2002;23432;6;0;0;0;0;0;1;0
02.05.2002;23432;6;0;0;0;0;0;1;0
03.05.2002;23432;6;0;0;0;0;0;1;0
04.05.2002;23432;6;0;0;0;0;0;1;0
05.05.2002;23432;6;0;0;0;0;0;1;0
06.05.2002;23432;6;0;0;0;0;0;1;0
07.05.2002;23432;6;0;0;0;0;0;1;0
08.05.2002;23432;6;0;0;0;0;0;1;0
09.05.2002;23432;6;0;0;0;0;0;1;0
10.05.2002;23432;6;0;0;0;0;0;1;0
11.05.2002;23432;6;0;0;0;0;0;1;0
12.05.2002;23432;6;0;0;0;0;0;1;0
13.05.2002;23432;6;0;0;0;0;0;1;0
14.05.2002;23432;6;0;0;0;0;0;1;0
15.05.2002;23432;6;0;0;0;0;0;1;0
16.05.2002;23432;6;0;0;0;0;0;1;0
17.05.2002;23432;6;0;0;0;0;0;1;0
18.05.2002;23432;6;0;0;0;0;0;1;0
19.05.2002;23432;6;0;0;0;0;0;1;0
20.05.2002;23432;6;0;0;0;0;0;1;0
21.05.2002;23432;6;0;0;0;0;0;1;0
22.05.2002;23432;6;0;0;0;0;0;1;0
23.05.2002;23432;6;0;0;0;0;0;1;0
24.05.2002;23432;6;0;0;0;0;0;1;0
25.05.2002;23432;6;0;0;0;0;0;1;0
26.05.2002;23432;6;0;0;0;0;0;1;0
27.05.2002;23432;6;0;0;0;0;0;1;0
28.05.2002;23432;6;0;0;0;0;0;1;0
29.05.2002;23432;6;0;0;0;0;0;1;0
30.05.2002;23432;6;0;0;0;0;0;1;0
31.05.2002;23432;6;0;0;0;0;0;1;0
01.06.2002;23432;6;0;0;0;0;0;1;0
02.06.2002;23432;6;0;0;0;0;0;1;0
03.06.2002;23432;0;0;0;0;0;0;0;0
04.06.2002;23482;0;0;0;0;0;0;0;0
05.06.2002;23515;0;0;0;0;0;0;0;0
06.06.2002;23542;0;0;0;0;0;0;0;0
07.06.2002;23581;0;0;0;0;0;0;0;0
08.06.2002;23608;0;0;0;0;0;0;0;0
09.06.2002;23610;0;0;0;0;0;0;0;0
10.06.2002;23646;0;0;0;0;0;0;0;0
11.06.2002;23672;0;0;0;0;0;0;0;0
12.06.2002;23688;0;0;0;0;0;0;0;0
13.06.2002;23714;0;0;0;0;0;0;0;0
14.06.2002;23734;0;0;0;0;0;0;0;0
15.06.2002;23760;0;0;0;0;0;0;0;0
16.06.2002;23776;0;0;0;0;0;0;0;0
17.06.2002;23788;0;0;0;0;0;0;0;0
18.06.2002;23835;0;0;0;0;0;0;0;0
19.06.2002;23864;0;0;0;0;0;0;0;0
20.06.2002;23872;0;0;0;0;0;0;0;0
21.06.2002;23880;0;0;0;0;0;0;0;0
22.06.2002;23907;0;0;0;0;0;0;0;0
23.06.2002;23928;0;0;0;0;0;0;0;0
24.06.2002;23957;0;0;0;0;0;0;0;0
25.06.2002;23994;0;0;0;0;0;0;0;0
26.06.2002;24036;0;0;0;0;0;0;0;0
27.06.2002;24068;0;0;0;0;0;0;0;0
28.06.2002;24091;0;0;0;0;0;0;0;0
29.06.2002;24131;0;0;0;0;0;0;0;0
30.06.2002;24169;0;0;0;0;0;0;0;0
01.07.2002;24206;0;0;0;0;0;0;0;0
02.07.2002;24248;0;0;0;0;0;0;0;0
03.07.2002;24261;0;0;0;0;0;0;0;0
04.07.2002;24272;0;0;0;0;0;0;0;0
05.07.2002;24295;0;0;0;0;0;0;0;0
06.07.2002;24308;0;0;0;0;0;0;0;0
07.07.2002;24325;0;0;0;0;0;0;0;0
08.07.2002;24338;0;0;0;0;0;0;0;0
09.07.2002;24356;0;0;0;0;0;0;0;0
10.07.2002;24371;0;0;0;0;0;0;0;0
11.07.2002;24377;0;0;0;0;0;0;0;0
12.07.2002;24391;0;0;0;0;0;0;0;0
13.07.2002;24425;0;0;0;0;0;0;0;0
14.07.2002;24426;0;0;0;0;0;0;0;0
15.07.2002;24436;0;0;0;0;0;0;0;0
16.07.2002;24446;0;0;0;0;0;0;0;0
17.07.2002;24488;0;0;0;0;0;0;0;0
18.07.2002;24535;0;0;0;0;0;0;0;0
19.07.2002;24580;0;0;0;0;0;0;0;0
20.07.2002;24591;0;0;0;0;0;0;0;0
21.07.2002;24617;0;0;0;0;0;0;0;0
22.07.2002;24664;0;0;0;0;0;0;0;0
23.07.2002;24712;0;0;0;0;0;0;0;0
24.07.2002;24725;1;1;0;0;0;0;0;0
25.07.2002;24725;1;1;0;0;0;0;0;0
26.07.2002;24725;1;1;0;0;0;0;0;0
27.07.2002;24725;0;0;0;0;0;0;0;0
28.07.2002;24771;0;0;0;0;0;0;0;0
29.07.2002;24815;0;0;0;0;0;0;0;0
30.07.2002;24837;0;0;0;0;0;0;0;0
31.07.2002;24880;0;0;0;0;0;0;0;0
01.08.2002;24882;0;0;0;0;0;0;0;0
02.08.2002;24896;0;0;0;0;0;0;0;0
03.08.2002;24933;0;0;0;0;0;0;0;0
04.08.2002;24940;0;0;0;0;0;0;0;0
05.08.2002;24951;0;0;0;0;0;0;0;0
06.08.2002;24971;0;0;0;0;0;0;0;0
07.08.2002;25006;0;0;0;0;0;0;0;0
08.08.2002;25049;0;0;0;0;0;0;0;0
09.08.2002;25074;0;0;0;0;0;0;0;0
10.08.2002;25078;0;0;0;0;0;0;0;0
11.08.2002;25102;0;0;0;0;0;0;0;0
12.08.2002;25146;0;0;0;0;0;0;0;0
13.08.2002;25153;0;0;0;0;0;0;0;0
14.08.2002;25200;0;0;0;0;0;0;0;0
15.08.2002;25239;0;0;0;0;0;0;0;0
16.08.2002;25250;0;0;0;0;0;0;0;0
17.08.2002;25291;0;0;0;0;0;0;0;0
18.08.2002;25323;0;0;0;0;0;0;0;0
19.08.2002;25324;0;0;0;0;0;0;0;0
20.08.2002;25338;0;0;0;0;0;0;0;0
21.08.2002;25377;0;0;0;0;0;0;0;0
22.08.2002;25412;0;0;0;0;0;0;0;0
23.08.2002;25453;0;0;0;0;0;0;0;0
24.08.2002;25478;2;0;1;0;0;0;0;0
25.08.2002;25478;2;0;1;0;0;0;0;0
26.08.2002;25478;2;0;1;0;0;0;0;0
27.08.2002;25478;2;0;1;0;0;0;0;0
28.08.2002;25478;2;0;1;0;0;0;0;0
29.08.2002;25478;0;0;0;0;0;0;0;0
30.08.2002;25507;0;0;0;0;0;0;0;0
31.08.2002;25544;0;0;0;0;0;0;0;0
01.09.2002;25573;0;0;0;0;0;0;0;0
02.09.2002;25614;0;0;0;0;0;0;0;0
03.09.2002;25641;0;0;0;0;0;0;0;0
04.09.2002;25645;0;0;0;0;0;0;0;0
05.09.2002;25688;0;0;0;0;0;0;0;0
06.09.2002;25690;0;0;0;0;0;0;0;0
07.09.2002;25717;0;0;0;0;0;0;0;0
08.09.2002;25753;0;0;0;0;0;0;0;0
09.09.2002;25787;0;0;0;0;0;0;0;0
10.09.2002;25794;0;0;0;0;0;0;0;0
11.09.2002;25807;0;0;0;0;0;0;0;0
12.09.2002;25823;0;0;0;0;0;0;0;0
13.09.2002;25828;0;0;0;0;0;0;0;0
14.09.2002;25859;0;0;0;0;0;0;0;0
15.09.2002;25868;0;0;0;0;0;0;0;0
16.09.2002;25917;0;0;0;0;0;0;0;0
17.09.2002;25930;0;0;0;0;0;0;0;0
18.09.2002;25955;0;0;0;0;0;0;0;0
19.09.2002;25993;0;0;0;0;0;0;0;0
20.09.2002;25995;0;0;0;0;0;0;0;0
21.09.2002;26019;0;0;0;0;0;0;0;0
22.09.2002;26051;0;0;0;0;0;0;0;0
23.09.2002;26060;0;0;0;0;0;0;0;0
24.09.2002;26074;0;0;0;0;0;0;0;0
25.09.2002;26116;0;0;0;0;0;0;0;0
26.09.2002;26151;0;0;0;0;0;0;0;0
27.09.2002;26171;0;0;0;0;0;0;0;0
28.09.2002;26183;0;0;0;0;0;0;0;0
29.09.2002;26210;2;0;1;0;0;0;0;0
30.09.2002;26210;2;0;1;0;0;0;0;0
01.10.2002;26210;2;0;1;0;0;0;0;0
02.10.2002;26210;2;0;1;0;0;0;0;0
03.10.2002;26210;2;0;1;0;0;0;0;0
04.10.2002;26210;2;0;1;0;0;0;0;0
05.10.2002;26210;2;0;1;0;0;0;0;0
06.10.2002;26210;0;0;0;0;0;0;0;0
07.10.2002;26252;0;0;0;0;0;0;0;0
08.10.2002;26277;0;0;0;0;0;0;0;0
09.10.2002;26312;0;0;0;0;0;0;0;0
10.10.2002;26323;0;0;0;0;0;0;0;0
11.10.2002;26341;0;0;0;0;0;0;0;0
12.10.2002;26355;0;0;0;0;0;0;0;0
13.10.2002;26387;0;0;0;0;0;0;0;0
14.10.2002;26410;0;0;0;0;0;0;0;0
15.10.2002;26419;0;0;0;0;0;0;0;0
16.10.2002;26449;0;0;0;0;0;0;0;0
17.10.2002;26467;0;0;0;0;0;0;0;0
18.10.2002;26517;0;0;0;0;0;0;0;0
19.10.2002;26557;0;0;0;0;0;0;0;0
20.10.2002;26597;0;0;0;0;0;0;0;0
21.10.2002;26644;0;0;0;0;0;0;0;0
22.10.2002;26662;0;0;0;0;0;0;0;0
23.10.2002;26689;0;0;0;0;0;0;0;0
24.10.2002;26699;0;0;0;0;0;0;0;0
25.10.2002;26700;0;0;0;0;0;0;0;0
26.10.2002;26703;0;0;0;0;0;0;0;0
27.10.2002;26753;0;0;0;0;0;0;0;0
28.10.2002;26792;0;0;0;0;0;0;0;0
29.10.2002;26796;0;0;0;0;0;0;0;0
30.10.2002;26844;1;1;0;0;0;0;0;0
31.10.2002;26844;1;1;0;0;0;0;0;0
01.11.2002;26844;1;1;0;0;0;0;0;0
02.11.2002;26844;1;1;0;0;0;0;0;0
03.11.2002;26844;0;0;0;0;0;0;0;0
04.11.2002;26880;0;0;0;0;0;0;0;0
05.11.2002;26908;0;0;0;0;0;0;0;0
06.11.2002;26921;0;0;0;0;0;0;0;0
07.11.2002;26935;0;0;0;0;0;0;0;0
08.11.2002;26941;0;0;0;0;0;0;0;0
09.11.2002;26978;0;0;0;0;0;0;0;0
10.11.2002;27006;0;0;0;0;0;0;0;0
11.11.2002;27053;0;0;0;0;0;0;0;0
12.11.2002;27075;0;0;0;0;0;0;0;0
13.11.2002;27109;0;0;0;0;0;0;0;0
14.11.2002;27146;0;0;0;0;0;0;0;0
15.11.2002;27154;0;0;0;0;0;0;0;0
16.11.2002;27155;0;0;0;0;0;0;0;0
17.11.2002;27203;0;0;0;0;0;0;0;0
18.11.2002;27240;0;0;0;0;0;0;0;0
19.11.2002;27290;0;0;0;0;0;0;0;0
20.11.2002;27324;0;0;0;0;0;0;0;0
21.11.2002;27341;0;0;0;0;0;0;0;0
22.11.2002;27357;0;0;0;0;0;0;0;0
23.11.2002;27376;0;0;0;0;0;0;0;0
24.11.2002;27403;2;0;1;0;0;0;0;0
25.11.2002;27403;2;0;1;0;0;0;0;0
26.11.2002;27403;2;0;1;0;0;0;0;0
27.11.2002;27403;2;0;1;0;0;0;0;0
28.11.2002;27403;0;0;0;0;0;0;0;0
29.11.2002;27420;0;0;0;0;0;0;0;0
30.11.2002;27427;0;0;0;0;0;0;0;0
01.12.2002;27466;0;0;0;0;0;0;0;0
02.12.2002;27484;0;0;0;0;0;0;0;0
03.12.2002;27490;0;0;0;0;0;0;0;0
04.12.2002;27495;0;0;0;0;0;0;0;0
05.12.2002;27522;0;0;0;0;0;0;0;0
06.12.2002;27532;0;0;0;0;0;0;0;0
07.12.2002;27533;0;0;0;0;0;0;0;0
08.12.2002;27574;0;0;0;0;0;0;0;0
09.12.2002;27598;0;0;0;0;0;0;0;0
10.12.2002;27619;0;0;0;0;0;0;0;0
11.12.2002;27624;0;0;0;0;0;0;0;0
12.12.2002;27643;0;0;0;0;0;0;0;0
13.12.2002;27675;0;0;0;0;0;0;0;0
14.12.2002;27685;0;0;0;0;0;0;0;0
15.12.2002;27729;0;0;0;0;0;0;0;0
16.12.2002;27748;0;0;0;0;0;0;0;0
17.12.2002;27761;0;0;0;0;0;0;0;0
18.12.2002;27773;0;0;0;0;0;0;0;0
19.12.2002;27810;0;0;0;0;0;0;0;0
20.12.2002;27824;0;0;0;0;0;0;0;0
21.12.2002;27835;0;0;0;0;0;0;0;0
22.12.2002;27885;0;0;0;0;0;0;0;0
23.12.2002;27917;0;0;0;0;0;0;0;0
24.12.2002;27959;0;0;0;0;0;0;0;0
25.12.2002;27963;0;0;0;0;0;0;0;0
26.12.2002;27974;1;1;0;0;0;0;0;0
27.12.2002;27974;1;1;0;0;0;0;0;0
28.12.2002;27974;1;1;0;0;0;0;0;0
29.12.2002;27974;1;1;0;0;0;0;0;0
30.12.2002;27974;0;0;0;0;0;0;0;0
31.12.2002;27983;0;0;0;0;0;0;0;0
01.01.2003;27995;0;0;0;0;0;0;0;0
02.01.2003;28010;0;0;0;0;0;0;0;0
03.01.2003;28050;0;0;0;0;0;0;0;0
04.01.2003;28100;0;0;0;0;0;0;0;0
05.01.2003;28113;0;0;0;0;0;0;0;0
06.01.2003;28132;0;0;0;0;0;0;0;0
07.01.2003;28156;0;0;0;0;0;0;0;0
08.01.2003;28197;0;0;0;0;0;0;0;0
09.01.2003;28209;0;0;0;0;0;0;0;0
10.01.2003;28222;0;0;0;0;0;0;0;0
11.01.2003;28252;0;0;0;0;0;0;0;0
12.01.2003;28286;0;0;0;0;0;0;0;0
13.01.2003;28329;0;0;0;0;0;0;0;0
14.01.2003;28370;0;0;0;0;0;0;0;0
15.01.2003;28412;0;0;0;0;0;0;0;0
16.01.2003;28432;0;0;0;0;0;0;0;0
17.01.2003;28465;0;0;0;0;0;0;0;0
18.01.2003;28488;0;0;0;0;0;0;0;0
19.01.2003;28518;0;0;0;0;0;0;0;0
20.01.2003;28562;0;0;0;0;0;0;0;0
21.01.2003;28566;0;0;0;0;0;0;0;0
