date;run 1;error 1;run 2;error 2;run 3;error 3;run 4;error 4
14.07.2001;12136;0;17970;2;16638;0;17578;0
15.07.2001;12186;0;17970;2;16664;0;17619;0
16.07.2001;12199;0;17970;2;16689;0;17663;0
17.07.2001;12206;1;17970;0;16713;0;17669;0
18.07.2001;12206;1;18009;0;16737;0;17694;0
19.07.2001;12206;1;18058;0;16787;0;17696;0
20.07.2001;12206;0;18106;0;16808;0;17744;0
21.07.2001;12226;0;18146;0;16846;0;17770;0
22.07.2001;12276;0;18170;0;16878;1;17781;0
23.07.2001;12314;0;18200;0;16878;1;17809;0
24.07.2001;12343;0;18250;0;16878;1;17819;0
25.07.2001;12377;0;18259;0;16878;0;17849;1
26.07.2001;12407;0;18289;0;16912;0;17849;1
27.07.2001;12454;0;18320;0;16955;0;17849;1
28.07.2001;12468;0;18355;0;16988;0;17849;0
29.07.2001;12488;0;18366;0;17034;0;17882;0
30.07.2001;12494;0;18413;0;17048;0;17894;0
31.07.2001;12497;0;18433;0;17094;0;17913;0
01.08.2001;12514;0;18475;0;17107;0;17925;0
02.08.2001;12550;0;18524;0;17124;0;17961;0
03.08.2001;12560;0;18534;0;17149;0;17981;0
04.08.2001;12608;0;18556;0;17159;0;18016;0
05.08.2001;12622;0;18560;0;17192;0;18061;0
06.08.2001;12638;0;18589;0;17231;0;18086;0
07.08.2001;12660;1;18600;0;17247;0;18088;0
08.08.2001;12660;1;18602;0;17258;0;18128;0
09.08.2001;12660;1;18638;0;17272;0;18168;0
10.08.2001;12660;0;18643;0;17280;0;18204;0
11.08.2001;12681;0;18684;1;17302;0;18216;0
12.08.2001;12702;0;18684;1;17315;0;18228;0
13.08.2001;12727;0;18684;1;17362;0;18265;0
14.08.2001;12742;0;18684;0;17372;0;18309;0
15.08.2001;12755;0;18694;0;17398;0;18342;0
16.08.2001;12774;0;18709;0;17400;0;18348;0
17.08.2001;12809;0;18743;0;17447;0;18395;0
18.08.2001;12810;0;18768;0;17472;0;18410;0
19.08.2001;12812;0;18794;0;17504;0;18412;0
20.08.2001;12849;0;18834;0;17537;1;18432;0
21.08.2001;12882;0;18845;0;17537;1;18463;0
22.08.2001;12903;0;18887;0;17537;1;18498;0
23.08.2001;12924;0;18897;0;17537;1;18503;1
24.08.2001;12938;0;18911;0;17537;0;18503;1
25.08.2001;12967;0;18924;0;17554;0;18503;1
26.08.2001;13002;0;18931;0;17572;0;18503;0
27.08.2001;13034;0;18963;0;17592;0;18511;0
28.08.2001;13077;0;18965;0;17621;0;18534;0
29.08.2001;13114;0;19000;0;17640;0;18557;0
30.08.2001;13123;0;19014;0;17687;0;18559;0
31.08.2001;13130;0;19056;0;17718;0;18581;0
01.09.2001;13161;0;19103;2;17758;0;18592;0
02.09.2001;13175;0;19103;2;17792;0;18626;0
03.09.2001;13186;1;19103;2;17814;0;18654;0
04.09.2001;13186;1;19103;2;17839;0;18658;0
05.09.2001;13186;1;19103;2;17843;0;18688;0
06.09.2001;13186;1;19103;2;17889;0;18710;0
07.09.2001;13186;0;19103;0;17913;0;18716;0
08.09.2001;13217;0;19130;0;17934;0;18721;0
09.09.2001;13227;0;19144;0;17971;0;18741;0
10.09.2001;13270;0;19147;0;17972;0;18774;0
11.09.2001;13320;0;19150;0;18020;0;18814;0
12.09.2001;13331;0;19178;0;18031;0;18835;0
13.09.2001;13344;0;19195;0;18055;0;18864;0
14.09.2001;13363;0;19231;0;18089;0;18876;0
15.09.2001;13412;0;19269;0;18138;0;18896;0
16.09.2001;13415;0;19287;0;18184;0;18927;0
17.09.2001;13456;0;19304;0;18233;0;18973;0
18.09.2001;13461;0;19319;0;18261;0;19004;0
19.09.2001;13484;0;19342;0;18298;2;19014;0
20.09.2001;13497;0;19377;0;18298;2;19042;0
21.09.2001;13498;0;19422;0;18298;2;19057;1
22.09.2001;13523;0;19434;0;18298;2;19057;1
23.09.2001;13566;0;19445;0;18298;2;19057;1
24.09.2001;13606;0;19449;0;18298;2;19057;0
25.09.2001;13612;0;19467;0;18298;0;19089;0
26.09.2001;13648;0;19468;0;18308;0;19115;0
27.09.2001;13661;0;19474;0;18313;0;19127;0
28.09.2001;13667;0;19501;0;18323;0;19133;0
29.09.2001;13696;0;19514;0;18341;0;19149;0
30.09.2001;13743;0;19544;1;18366;0;19191;0
01.10.2001;13778;0;19544;1;18413;0;19205;0
02.10.2001;13824;0;19544;1;18463;0;19212;0
03.10.2001;13844;0;19544;0;18494;0;19226;0
04.10.2001;13868;0;19577;0;18496;0;19273;0
05.10.2001;13881;1;19599;0;18536;0;19306;0
06.10.2001;13881;1;19616;0;18575;0;19346;0
07.10.2001;13881;1;19657;0;18620;0;19392;0
08.10.2001;13881;0;19692;0;18635;0;19441;0
09.10.2001;13912;0;19704;0;18649;0;19490;0
10.10.2001;13960;0;19747;0;18670;0;19539;0
11.10.2001;13963;0;19776;0;18719;0;19581;0
12.10.2001;13982;0;19809;0;18763;0;19583;0
13.10.2001;14009;0;19814;0;18766;0;19622;2
14.10.2001;14027;0;19848;0;18806;0;19622;2
15.10.2001;14059;0;19857;0;18845;0;19622;2
16.10.2001;14089;0;19902;0;18889;0;19622;2
17.10.2001;14104;0;19910;0;18911;0;19622;2
18.10.2001;14125;0;19959;0;18925;0;19622;0
19.10.2001;14138;0;19995;0;18959;0;19669;0
20.10.2001;14176;0;20032;0;18976;0;19702;0
21.10.2001;14225;0;20045;0;19004;0;19729;0
22.10.2001;14228;0;20058;2;19052;0;19757;0
23.10.2001;14260;0;20058;2;19075;0;19780;0
24.10.2001;14298;0;20058;2;19098;0;19812;0
25.10.2001;14303;0;20058;2;19108;1;19830;0
26.10.2001;14342;0;20058;2;19108;1;19873;0
27.10.2001;14367;0;20058;0;19108;1;19906;0
28.10.2001;14396;0;20100;0;19108;1;19927;0
29.10.2001;14439;0;20141;0;19108;0;19935;0
30.10.2001;14460;1;20146;0;19153;0;19941;0
31.10.2001;14460;1;20196;0;19190;0;19947;0
01.11.2001;14460;1;20244;0;19220;0;19956;0
02.11.2001;14460;0;20271;0;19258;0;19969;0
03.11.2001;14509;0;20297;0;19304;0;20011;0
04.11.2001;14544;0;20306;0;19316;0;20054;0
05.11.2001;14577;0;20350;0;19326;0;20070;0
06.11.2001;14602;0;20381;0;19360;0;20107;0
07.11.2001;14618;0;20414;0;19409;0;20140;0
08.11.2001;14627;0;20454;0;19430;0;20187;0
09.11.2001;14652;0;20464;0;19459;0;20235;0
10.11.2001;14662;0;20499;0;19477;0;20238;0
11.11.2001;14700;0;20504;0;19511;0;20256;0
12.11.2001;14734;0;20541;0;19517;0;20261;0
13.11.2001;14737;0;20548;0;19525;0;20281;0
14.11.2001;14778;0;20589;0;19537;0;20283;1
15.11.2001;14823;0;20618;0;19567;0;20283;1
16.11.2001;14852;0;20664;0;19610;0;20283;1
17.11.2001;14875;0;20680;0;19643;0;20283;0
18.11.2001;14881;0;20688;0;19683;0;20297;0
19.11.2001;14884;0;20731;0;19728;0;20330;0
20.11.2001;14894;0;20733;0;19763;0;20375;0
21.11.2001;14906;0;20763;0;19797;0;20413;0
22.11.2001;14947;1;20799;0;19811;0;20434;0
23.11.2001;14947;1;20804;0;19828;0;20473;0
24.11.2001;14947;1;20819;2;19862;0;20520;0
25.11.2001;14947;0;20819;2;19889;3;20534;0
26.11.2001;14986;0;20819;2;19889;3;20563;0
27.11.2001;15022;0;20819;2;19889;3;20593;0
28.11.2001;15063;0;20819;2;19889;3;20609;0
29.11.2001;15105;0;20819;2;19889;3;20658;0
30.11.2001;15142;0;20819;2;19889;3;20702;0
01.12.2001;15160;0;20819;0;19889;3;20747;0
02.12.2001;15177;0;20827;0;19889;3;20789;0
03.12.2001;15198;0;20865;0;19889;3;20829;0
04.12.2001;15223;0;20880;0;19889;0;20830;0
05.12.2001;15244;0;20925;0;19891;0;20831;0
06.12.2001;15258;0;20941;0;19932;0;20844;0
07.12.2001;15298;0;20962;0;19950;0;20893;0
08.12.2001;15306;0;20974;0;19977;0;20899;0
09.12.2001;15329;0;21017;0;20019;0;20912;0
10.12.2001;15366;0;21063;0;20057;0;20951;0
11.12.2001;15368;0;21107;0;20074;0;20987;0
12.12.2001;15413;0;21149;0;20098;0;20992;0
13.12.2001;15461;0;21160;0;20143;0;21014;2
14.12.2001;15489;0;21184;0;20166;0;21014;2
15.12.2001;15498;0;21225;0;20189;0;21014;2
16.12.2001;15501;0;21243;0;20239;0;21014;2
17.12.2001;15535;0;21264;0;20282;0;21014;2
18.12.2001;15580;0;21280;0;20304;0;21014;2
19.12.2001;15581;0;21303;0;20336;0;21014;2
20.12.2001;15593;0;21347;0;20363;0;21014;0
21.12.2001;15618;1;21383;0;20406;0;21019;0
22.12.2001;15618;1;21392;0;20430;0;21053;0
23.12.2001;15618;1;21421;0;20470;0;21103;0
24.12.2001;15618;1;21423;0;20499;0;21133;0
25.12.2001;15618;0;21436;0;20519;0;21182;0
26.12.2001;15643;0;21442;0;20551;0;21210;0
27.12.2001;15672;0;21458;0;20598;0;21250;0
28.12.2001;15678;0;21468;0;20644;0;21252;0
29.12.2001;15711;0;21483;0;20649;0;21293;0
30.12.2001;15720;0;21504;0;20676;0;21315;0
31.12.2001;15734;0;21537;0;20687;0;21329;0
01.01.2002;15770;0;21564;2;20702;1;21351;0
02.01.2002;15815;0;21564;2;20702;1;21398;0
03.01.2002;15863;0;21564;2;20702;1;21407;0
04.01.2002;15865;0;21564;2;20702;0;21422;0
05.01.2002;15898;0;21564;2;20736;0;21468;0
06.01.2002;15947;0;21564;0;20766;0;21503;0
07.01.2002;15965;0;21572;0;20772;0;21507;0
08.01.2002;15998;0;21597;0;20815;0;21511;0
09.01.2002;16039;0;21624;0;20836;0;21558;0
10.01.2002;16083;0;21636;0;20843;0;21604;0
11.01.2002;16089;0;21678;0;20889;0;21630;0
12.01.2002;16105;0;21693;0;20901;0;21643;1
13.01.2002;16113;0;21720;0;20937;0;21643;1
14.01.2002;16157;0;21767;0;20954;0;21643;1
15.01.2002;16187;0;21782;0;20976;0;21643;0
16.01.2002;16212;0;21808;0;21008;0;21672;0
17.01.2002;16246;0;21844;0;21012;0;21683;0
18.01.2002;16260;0;21890;0;21038;0;21702;0
19.01.2002;16279;1;21930;0;21054;0;21728;0
20.01.2002;16279;1;21957;0;21099;0;21741;0
21.01.2002;16279;1;21981;0;21137;0;21745;0
22.01.2002;16279;0;22003;0;21164;0;21789;0
23.01.2002;16310;0;22017;0;21175;0;21797;0
24.01.2002;16328;0;22018;0;21225;3;21840;0
25.01.2002;16330;0;22025;0;21225;3;21865;0
26.01.2002;16357;0;22062;0;21225;3;21869;0
27.01.2002;16360;0;22112;0;21225;3;21908;0
28.01.2002;16410;0;22160;0;21225;3;21940;0
29.01.2002;16438;0;22179;0;21225;3;21961;0
30.01.2002;16446;0;22198;0;21225;3;21990;0
31.01.2002;16482;0;22207;0;21225;3;22040;0
01.02.2002;16487;0;22230;0;21225;3;22077;0
02.02.2002;16505;0;22255;0;21225;3;22107;0
03.02.2002;16513;0;22296;0;21225;0;22118;0
04.02.2002;16530;0;22346;0;21274;0;22124;0
05.02.2002;16572;0;22352;0;21297;0;22163;0
06.02.2002;16608;0;22398;1;21298;0;22196;0
07.02.2002;16656;0;22398;1;21322;0;22218;0
08.02.2002;16699;0;22398;1;21334;0;22249;2
09.02.2002;16744;0;22398;0;21376;0;22249;2
10.02.2002;16774;1;22409;0;21402;0;22249;2
11.02.2002;16774;1;22450;0;21415;0;22249;2
12.02.2002;16774;1;22481;0;21431;0;22249;2
13.02.2002;16774;0;22498;0;21476;0;22249;2
14.02.2002;16813;0;22522;0;21511;0;22249;2
15.02.2002;16863;0;22553;0;21520;0;22249;0
16.02.2002;16907;0;22603;0;21532;0;22259;0
17.02.2002;16945;0;22633;0;21559;0;22291;0
18.02.2002;16986;0;22665;0;21567;0;22314;0
19.02.2002;17030;0;22700;0;21604;0;22329;0
20.02.2002;17074;0;22702;0;21617;0;22366;0
21.02.2002;17077;0;22751;0;21660;0;22384;0
22.02.2002;17110;0;22776;0;21678;0;22391;0
23.02.2002;17136;0;22823;0;21705;0;22401;0
24.02.2002;17180;0;22856;0;21715;0;22421;0
25.02.2002;17218;0;22896;0;21747;0;22432;0
26.02.2002;17263;0;22902;0;21769;0;22442;0
27.02.2002;17267;0;22939;0;21773;0;22474;0
28.02.2002;17304;0;22969;0;21819;0;22521;0
01.03.2002;17305;0;22974;0;21823;0;22550;0
02.03.2002;17326;0;22987;0;21833;0;22593;0
03.03.2002;17366;0;23005;0;21874;0;22641;0
04.03.2002;17407;0;23022;2;21904;0;22651;0
05.03.2002;17449;0;23022;2;21910;0;22687;0
06.03.2002;17485;0;23022;2;21945;0;22731;0
07.03.2002;17519;0;23022;2;21990;0;22769;0
08.03.2002;17562;0;23022;2;22024;1;22812;0
09.03.2002;17609;0;23022;2;22024;1;22832;0
10.03.2002;17633;0;23022;2;22024;1;22865;0
11.03.2002;17669;0;23022;0;22024;1;22883;0
12.03.2002;17697;0;23062;0;22024;0;22899;1
13.03.2002;17701;0;23075;0;22039;0;22899;1
14.03.2002;17725;1;23118;0;22077;0;22899;1
15.03.2002;17725;1;23166;0;22078;0;22899;1
16.03.2002;17725;1;23167;0;22107;0;22899;0
17.03.2002;17725;0;23186;0;22147;0;22914;0
18.03.2002;17770;0;23233;0;22184;0;22953;0
19.03.2002;17797;0;23271;0;22211;0;22966;0
20.03.2002;17841;0;23318;0;22255;0;22972;0
21.03.2002;17882;0;23323;0;22275;0;22984;0
22.03.2002;17888;0;23356;0;22323;0;23001;0
23.03.2002;17892;0;23386;0;22352;0;23044;0
24.03.2002;17913;0;23436;0;22390;0;23046;0
25.03.2002;17962;0;23452;0;22407;0;23068;0
26.03.2002;18005;0;23465;0;22452;0;23077;0
27.03.2002;18028;0;23503;0;22499;0;23098;0
28.03.2002;18060;0;23553;0;22527;0;23116;0
29.03.2002;18062;0;23572;0;22528;0;23138;0
30.03.2002;18069;0;23611;0;22565;0;23184;0
31.03.2002;18088;0;23613;0;22577;0;23200;0
01.04.2002;18112;0;23637;0;22625;2;23216;0
02.04.2002;18146;0;23685;0;22625;2;23230;0
03.04.2002;18189;0;23699;0;22625;2;23251;0
04.04.2002;18210;0;23707;0;22625;2;23252;0
05.04.2002;18227;0;23714;0;22625;0;23275;0
06.04.2002;18243;0;23718;0;22665;0;23315;0
07.04.2002;18265;0;23753;0;22690;0;23333;0
08.04.2002;18270;0;23790;0;22695;0;23340;0
09.04.2002;18291;0;23807;0;22713;0;23374;0
10.04.2002;18332;0;23823;0;22760;0;23400;0
11.04.2002;18357;0;23849;1;22765;0;23407;0
12.04.2002;18391;0;23849;1;22803;0;23432;6
13.04.2002;18432;1;23849;1;22839;0;23432;6
14.04.2002;18432;1;23849;0;22856;0;23432;6
15.04.2002;18432;1;23860;0;22864;0;23432;6
16.04.2002;18432;0;23897;0;22905;0;23432;6
17.04.2002;18467;0;23930;0;22920;0;23432;6
18.04.2002;18479;0;23944;0;22931;0;23432;6
19.04.2002;18524;0;23968;0;22972;0;23432;6
20.04.2002;18532;0;23992;0;23021;0;23432;6
21.04.2002;18568;0;23995;0;23066;0;23432;6
22.04.2002;18613;0;24029;0;23105;0;23432;6
23.04.2002;18637;0;24053;0;23131;0;23432;6
24.04.2002;18663;0;24062;0;23158;0;23432;6
25.04.2002;18698;0;24090;0;23182;0;23432;6
26.04.2002;18736;0;24091;0;23221;0;23432;6
27.04.2002;18749;0;24135;0;23222;0;23432;6
28.04.2002;18772;0;24166;0;23237;0;23432;6
29.04.2002;18787;0;24169;0;23282;0;23432;6
30.04.2002;18804;0;24186;0;23306;0;23432;6
01.05.2002;18846;0;24193;0;23309;0;23432;6
02.05.2002;18866;0;24225;0;23358;0;23432;6
03.05.2002;18870;0;24262;2;23369;1;23432;6
04.05.2002;18917;0;24262;2;23369;1;23432;6
05.05.2002;18964;0;24262;2;23369;1;23432;6
06.05.2002;18983;0;24262;2;23369;1;23432;6
07.05.2002;18988;1;24262;2;23369;0;23432;6
08.05.2002;18988;1;24262;2;23384;0;23432;6
09.05.2002;18988;1;24262;0;23413;0;23432;6
10.05.2002;18988;0;24274;0;23437;0;23432;6
11.05.2002;19001;0;24307;0;23452;0;23432;6
12.05.2002;19004;0;24309;0;23487;0;23432;6
13.05.2002;19046;0;24328;0;23518;0;23432;6
14.05.2002;19047;0;24340;0;23558;0;23432;6
15.05.2002;19081;0;24359;0;23560;0;23432;6
16.05.2002;19115;0;24400;0;23566;0;23432;6
17.05.2002;19146;0;24413;0;23599;0;23432;6
18.05.2002;19186;0;24437;0;23630;0;23432;6
19.05.2002;19200;0;24486;0;23668;0;23432;6
20.05.2002;19205;0;24517;0;23699;0;23432;6
21.05.2002;19236;0;24563;0;23738;0;23432;6
22.05.2002;19282;0;24603;0;23765;0;23432;6
23.05.2002;19308;0;24617;0;23802;0;23432;6
24.05.2002;19315;0;24660;0;23812;0;23432;6
25.05.2002;19348;0;24665;0;23862;0;23432;6
26.05.2002;19357;0;24695;0;23863;0;23432;6
27.05.2002;19405;0;24730;0;23912;0;23432;6
28.05.2002;19435;0;24777;0;23935;0;23432;6
29.05.2002;19473;0;24822;0;23965;0;23432;6
30.05.2002;19483;0;24827;0;24006;0;23432;6
31.05.2002;19498;0;24837;0;24036;2;23432;6
01.06.2002;19529;0;24881;0;24036;2;23432;6
02.06.2002;19571;0;24930;0;24036;2;23432;6
03.06.2002;19595;0;24980;0;24036;2;23432;0
04.06.2002;19603;1;25024;0;24036;2;23482;0
05.06.2002;19603;1;25028;0;24036;2;23515;0
06.06.2002;19603;1;25076;0;24036;0;23542;0
07.06.2002;19603;0;25097;0;24074;0;23581;0
08.06.2002;19635;0;25140;0;24076;0;23608;0
09.06.2002;19644;0;25163;0;24084;0;23610;0
10.06.2002;19693;0;25171;0;24133;0;23646;0
11.06.2002;19736;0;25195;3;24171;0;23672;0
12.06.2002;19748;0;25195;3;24173;0;23688;0
13.06.2002;19796;0;25195;3;24205;0;23714;0
14.06.2002;19836;0;25195;3;24229;0;23734;0
15.06.2002;19884;0;25195;3;24251;0;23760;0
16.06.2002;19886;0;25195;3;24265;0;23776;0
17.06.2002;19926;0;25195;3;24282;0;23788;0
18.06.2002;19940;0;25195;0;24328;0;23835;0
19.06.2002;19958;0;25243;0;24373;0;23864;0
20.06.2002;19966;0;25249;0;24384;0;23872;0
21.06.2002;19968;0;25268;0;24434;0;23880;0
22.06.2002;19986;0;25308;0;24435;0;23907;0
23.06.2002;20016;0;25309;0;24474;0;23928;0
24.06.2002;20064;0;25345;0;24506;0;23957;0
25.06.2002;20066;0;25365;0;24547;0;23994;0
26.06.2002;20076;0;25372;0;24581;0;24036;0
27.06.2002;20115;0;25391;0;24610;0;24068;0
28.06.2002;20136;0;25421;0;24637;0;24091;0
29.06.2002;20147;0;25449;0;24643;0;24131;0
30.06.2002;20159;0;25490;0;24682;0;24169;0
01.07.2002;20176;0;25527;0;24702;0;24206;0
02.07.2002;20211;0;25532;0;24708;0;24248;0
03.07.2002;20229;0;25541;0;24737;0;24261;0
04.07.2002;20245;1;25578;0;24784;0;24272;0
05.07.2002;20245;1;25613;0;24813;0;24295;0
06.07.2002;20245;1;25632;0;24845;0;24308;0
07.07.2002;20245;1;25668;0;24883;1;24325;0
08.07.2002;20245;0;25687;0;24883;1;24338;0
09.07.2002;20291;0;25708;0;24883;1;24356;0
10.07.2002;20320;0;25738;0;24883;1;24371;0
11.07.2002;20327;0;25761;0;24883;0;24377;0
12.07.2002;20349;0;25774;0;24919;0;24391;0
13.07.2002;20363;0;25800;0;24956;0;24425;0
14.07.2002;20390;0;25828;0;24985;0;24426;0
15.07.2002;20402;0;25878;0;25006;0;24436;0
16.07.2002;20445;0;25922;0;25009;0;24446;0
17.07.2002;20476;0;25947;0;25034;0;24488;0
18.07.2002;20521;0;25956;0;25037;0;24535;0
19.07.2002;20541;0;25992;0;25039;0;24580;0
20.07.2002;20564;0;26011;0;25063;0;24591;0
21.07.2002;20592;0;26058;0;25075;0;24617;0
22.07.2002;20626;0;26090;1;25083;0;24664;0
23.07.2002;20676;0;26090;1;25094;0;24712;0
24.07.2002;20713;0;26090;1;25141;0;24725;1
25.07.2002;20721;0;26090;0;25163;0;24725;1
26.07.2002;20728;0;26113;0;25195;0;24725;1
27.07.2002;20769;0;26132;0;25201;0;24725;0
28.07.2002;20818;0;26152;0;25244;0;24771;0
29.07.2002;20827;0;26163;0;25257;3;24815;0
30.07.2002;20847;0;26185;0;25257;3;24837;0
31.07.2002;20848;0;26189;0;25257;3;24880;0
01.08.2002;20866;0;26208;0;25257;3;24882;0
02.08.2002;20885;0;26233;0;25257;3;24896;0
03.08.2002;20889;0;26252;0;25257;3;24933;0
04.08.2002;20892;1;26272;0;25257;3;24940;0
05.08.2002;20892;1;26275;0;25257;0;24951;0
06.08.2002;20892;1;26284;0;25263;0;24971;0
07.08.2002;20892;1;26331;0;25268;0;25006;0
08.08.2002;20892;0;26366;0;25301;0;25049;0
09.08.2002;20925;0;26413;0;25351;0;25074;0
10.08.2002;20936;0;26457;0;25386;0;25078;0
11.08.2002;20938;0;26494;2;25418;0;25102;0
12.08.2002;20971;0;26494;2;25449;0;25146;0
13.08.2002;20976;0;26494;2;25479;0;25153;0
14.08.2002;20988;0;26494;2;25496;0;25200;0
15.08.2002;20990;0;26494;2;25505;0;25239;0
16.08.2002;21033;0;26494;2;25511;0;25250;0
17.08.2002;21078;0;26494;0;25522;0;25291;0
18.08.2002;21088;0;26501;0;25539;0;25323;0
19.08.2002;21127;0;26532;0;25582;0;25324;0
20.08.2002;21167;0;26581;0;25592;0;25338;0
21.08.2002;21184;0;26620;0;25597;0;25377;0
22.08.2002;21192;0;26647;0;25644;0;25412;0
23.08.2002;21201;0;26694;0;25689;0;25453;0
24.08.2002;21243;0;26720;0;25729;0;25478;2
25.08.2002;21260;0;26732;0;25775;0;25478;2
26.08.2002;21265;0;26741;0;25810;0;25478;2
27.08.2002;21300;0;26781;0;25850;0;25478;2
28.08.2002;21318;0;26791;0;25867;0;25478;2
29.08.2002;21335;1;26841;0;25907;0;25478;0
30.08.2002;21335;1;26880;0;25920;0;25507;0
31.08.2002;21335;1;26898;0;25930;0;25544;0
01.09.2002;21335;1;26903;0;25938;0;25573;0
02.09.2002;21335;0;26906;0;25959;0;25614;0
03.09.2002;21345;0;26917;0;26005;0;25641;0
04.09.2002;21371;0;26960;0;26025;0;25645;0
05.09.2002;21374;0;26972;0;26039;0;25688;0
06.09.2002;21418;0;26986;0;26044;0;25690;0
07.09.2002;21447;0;27009;0;26054;2;25717;0
08.09.2002;21459;0;27039;0;26054;2;25753;0
09.09.2002;21504;0;27056;0;26054;2;25787;0
10.09.2002;21541;0;27058;0;26054;2;25794;0
11.09.2002;21578;0;27099;0;26054;2;25807;0
12.09.2002;21591;0;27143;1;26054;2;25823;0
13.09.2002;21598;0;27143;1;26054;0;25828;0
14.09.2002;21614;0;27143;1;26088;0;25859;0
15.09.2002;21616;0;27143;1;26121;0;25868;0
16.09.2002;21633;0;27143;0;26143;0;25917;0
17.09.2002;21667;0;27157;0;26192;0;25930;0
18.09.2002;21702;0;27193;0;26213;0;25955;0
19.09.2002;21722;0;27228;0;26221;0;25993;0
20.09.2002;21733;0;27246;0;26266;0;25995;0
21.09.2002;21772;0;27286;0;26284;0;26019;0
22.09.2002;21797;0;27322;0;26315;0;26051;0
23.09.2002;21829;0;27361;0;26353;0;26060;0
24.09.2002;21861;0;27382;0;26378;0;26074;0
25.09.2002;21891;0;27398;0;26385;0;26116;0
26.09.2002;21914;0;27418;0;26397;0;26151;0
27.09.2002;21944;0;27421;0;26422;0;26171;0
28.09.2002;21955;0;27451;5;26444;0;26183;0
29.09.2002;21972;1;27451;5;26476;5;26210;2
30.09.2002;21972;1;27451;5;26476;5;26210;2
01.10.2002;21972;1;27451;5;26476;5;26210;2
02.10.2002;21972;1;27451;5;26476;5;26210;2
03.10.2002;21972;0;27451;5;26476;5;26210;2
04.10.2002;21998;0;27451;5;26476;5;26210;2
05.10.2002;22033;0;27451;5;26476;5;26210;2
06.10.2002;22034;0;27451;5;26476;5;26210;0
07.10.2002;22067;0;27451;5;26476;5;26252;0
08.10.2002;22114;0;27451;5;26476;5;26277;0
09.10.2002;22157;0;27451;5;26476;5;26312;0
10.10.2002;22192;0;27451;5;26476;5;26323;0
11.10.2002;22215;0;27451;5;26476;5;26341;0
12.10.2002;22264;0;27451;5;26476;5;26355;0
13.10.2002;22293;0;27451;5;26476;5;26387;0
14.10.2002;22342;0;27451;5;26476;5;26410;0
15.10.2002;22376;0;27451;5;26476;5;26419;0
16.10.2002;22424;0;27451;5;26476;5;26449;0
17.10.2002;22449;0;27451;5;26476;5;26467;0
18.10.2002;22468;0;27451;5;26476;5;26517;0
19.10.2002;22472;0;27451;5;26476;5;26557;0
20.10.2002;22512;0;27451;5;26476;5;26597;0
21.10.2002;22528;0;27451;5;26476;5;26644;0
22.10.2002;22551;0;27451;5;26476;5;26662;0
23.10.2002;22558;0;27451;5;26476;5;26689;0
24.10.2002;22596;0;27451;5;26476;5;26699;0
25.10.2002;22636;0;27451;5;26476;5;26700;0
26.10.2002;22647;0;27451;5;26476;5;26703;0
27.10.2002;22679;0;27451;5;26476;5;26753;0
28.10.2002;22707;0;27451;5;26476;5;26792;0
29.10.2002;22726;1;27451;5;26476;5;26796;0
30.10.2002;22726;1;27451;5;26476;5;26844;1
31.10.2002;22726;1;27451;5;26476;5;26844;1
01.11.2002;22726;0;27451;5;26476;5;26844;1
02.11.2002;22746;0;27451;5;26476;5;26844;1
03.11.2002;22764;0;27451;5;26476;5;26844;0
04.11.2002;22793;0;27451;5;26476;5;26880;0
05.11.2002;22820;0;27451;5;26476;5;26908;0
06.11.2002;22822;0;27451;5;26476;5;26921;0
07.11.2002;22850;0;27451;5;26476;5;26935;0
08.11.2002;22852;0;27451;5;26476;5;26941;0
09.11.2002;22870;0;27451;5;26476;5;26978;0
10.11.2002;22872;0;27451;5;26476;5;27006;0
11.11.2002;22887;0;27451;5;26476;5;27053;0
12.11.2002;22891;0;27451;5;26476;5;27075;0
13.11.2002;22913;0;27451;5;26476;5;27109;0
14.11.2002;22915;0;27451;5;26476;5;27146;0
15.11.2002;22963;0;27451;5;26476;5;27154;0
16.11.2002;22989;0;27451;5;26476;5;27155;0
17.11.2002;23022;0;27451;5;26476;5;27203;0
18.11.2002;23033;0;27451;5;26476;5;27240;0
19.11.2002;23076;0;27451;5;26476;5;27290;0
20.11.2002;23121;0;27451;5;26476;5;27324;0
21.11.2002;23171;0;27451;5;26476;5;27341;0
22.11.2002;23197;0;27451;5;26476;5;27357;0
23.11.2002;23212;0;27451;5;26476;5;27376;0
24.11.2002;23245;0;27451;5;26476;5;27403;2
25.11.2002;23249;0;27451;5;26476;5;27403;2
26.11.2002;23294;0;27451;5;26476;5;27403;2
27.11.2002;23302;0;27451;5;26476;5;27403;2
28.11.2002;23316;1;27451;5;26476;5;27403;0
29.11.2002;23316;1;27451;5;26476;5;27420;0
30.11.2002;23316;1;27451;5;26476;5;27427;0
01.12.2002;23316;0;27451;5;26476;5;27466;0
02.12.2002;23352;0;27451;5;26476;5;27484;0
03.12.2002;23375;0;27451;5;26476;5;27490;0
04.12.2002;23414;0;27451;5;26476;5;27495;0
05.12.2002;23418;0;27451;5;26476;5;27522;0
06.12.2002;23458;0;27451;5;26476;5;27532;0
07.12.2002;23506;0;27451;5;26476;5;27533;0
08.12.2002;23520;0;27451;5;26476;5;27574;0
09.12.2002;23532;0;27451;5;26476;0;27598;0
10.12.2002;23573;0;27451;5;26485;0;27619;0
11.12.2002;23621;0;27451;5;26535;0;27624;0
12.12.2002;23663;0;27451;5;26536;0;27643;0
